review_id,customer_id,product_id,rating,comment,review_date
965,182,877,5,Absolutely love it! Exceeded my expectations.,2023-05-16
966,399,997,4,Highly recommend! Excellent quality.,2023-06-14
967,132,697,5,Highly recommend! Excellent quality.,2023-07-18
968,484,409,3,"Works as expected, nothing special though.",2023-07-12
969,88,712,4,Perfect in every way. Worth every penny!,2023-10-12
970,186,100,4,Perfect in every way. Worth every penny!,2023-08-05
971,139,390,3,"Works as expected, nothing special though.",2023-03-08
972,523,370,5,Perfect in every way. Worth every penny!,2023-07-23
973,527,979,4,Highly recommend! Excellent quality.,2023-09-19
974,42,36,2,Very disappointed with this purchase.,2023-07-17
975,541,802,5,Perfect in every way. Worth every penny!,2023-08-25
976,502,1043,4,Absolutely love it! Exceeded my expectations.,2023-09-09
977,62,862,2,Poor quality and doesn't work as described.,2023-07-10
978,462,378,2,Poor quality and doesn't work as described.,2023-02-28
979,18,426,5,Perfect in every way. Worth every penny!,2023-11-04
980,511,1020,4,Perfect in every way. Worth every penny!,2023-07-10
981,435,34,3,"Works as expected, nothing special though.",2023-09-21
982,498,1,2,Poor quality and doesn't work as described.,2023-04-03
983,348,817,4,Highly recommend! Excellent quality.,2023-05-04
984,304,742,3,"Works as expected, nothing special though.",2023-09-28
985,391,910,4,Highly recommend! Excellent quality.,2023-12-24
986,390,1013,4,Highly recommend! Excellent quality.,2023-05-28
987,257,1055,2,Poor quality and doesn't work as described.,2023-04-19
988,332,1037,3,"Works as expected, nothing special though.",2023-08-21
989,212,93,3,"Good product overall, but has some minor issues.",2023-04-12
990,341,1004,4,Absolutely love it! Exceeded my expectations.,2023-08-14
991,265,726,5,Perfect in every way. Worth every penny!,2023-10-21
992,210,340,4,Absolutely love it! Exceeded my expectations.,2023-02-16
993,45,1076,4,Absolutely love it! Exceeded my expectations.,2023-08-15
994,502,643,2,Very disappointed with this purchase.,2023-01-11
995,89,540,5,Perfect in every way. Worth every penny!,2023-10-15
996,430,63,5,Highly recommend! Excellent quality.,2023-06-15
997,283,134,5,Perfect in every way. Worth every penny!,2023-02-14
998,228,456,3,"Good product overall, but has some minor issues.",2023-02-15
999,348,689,5,Perfect in every way. Worth every penny!,2023-04-09
1000,40,812,2,Very disappointed with this purchase.,2023-04-16
1001,323,347,3,"Good product overall, but has some minor issues.",2023-08-24
1002,375,1013,2,Very disappointed with this purchase.,2023-10-18
1003,368,889,1,Very disappointed with this purchase.,2023-01-25
1004,294,2,5,Perfect in every way. Worth every penny!,2023-04-02
1005,509,1038,3,"Good product overall, but has some minor issues.",2023-04-06
1006,438,475,3,"Works as expected, nothing special though.",2023-02-10
1007,342,770,4,Highly recommend! Excellent quality.,2023-07-24
1008,521,613,5,Perfect in every way. Worth every penny!,2023-08-06
1009,59,934,2,Poor quality and doesn't work as described.,2023-05-02
1010,80,489,4,Absolutely love it! Exceeded my expectations.,2023-06-10
1011,498,104,4,Absolutely love it! Exceeded my expectations.,2023-02-14
1012,86,388,3,"Works as expected, nothing special though.",2023-03-24
1013,184,680,5,Perfect in every way. Worth every penny!,2023-04-19
1014,335,768,4,Highly recommend! Excellent quality.,2023-12-05
1015,251,213,3,"Works as expected, nothing special though.",2023-04-01
1016,374,988,4,Highly recommend! Excellent quality.,2023-02-01
1017,112,669,4,Perfect in every way. Worth every penny!,2023-05-05
1018,477,866,4,Perfect in every way. Worth every penny!,2023-09-29
1019,193,916,4,Perfect in every way. Worth every penny!,2023-11-16
1020,161,763,4,Highly recommend! Excellent quality.,2023-09-17
1021,87,822,3,"Good product overall, but has some minor issues.",2023-03-09
1022,459,1018,4,Absolutely love it! Exceeded my expectations.,2023-07-27
1023,116,275,3,"Good product overall, but has some minor issues.",2023-12-25
1024,14,893,1,Very disappointed with this purchase.,2023-09-13
1025,465,521,3,"Good product overall, but has some minor issues.",2023-07-19
1026,100,938,2,Poor quality and doesn't work as described.,2023-06-02
1027,380,543,4,Perfect in every way. Worth every penny!,2023-08-17
1028,381,851,2,Poor quality and doesn't work as described.,2023-09-04
1029,436,432,2,Very disappointed with this purchase.,2023-02-04
1030,481,757,3,"Good product overall, but has some minor issues.",2023-07-27
1031,250,496,3,"Works as expected, nothing special though.",2023-10-21
1032,422,428,4,Perfect in every way. Worth every penny!,2023-09-08
1033,373,764,5,Perfect in every way. Worth every penny!,2023-04-23
1034,89,678,4,Absolutely love it! Exceeded my expectations.,2023-08-04
1035,74,157,5,Absolutely love it! Exceeded my expectations.,2023-09-17
1036,157,651,1,Very disappointed with this purchase.,2023-05-26
1037,104,1072,4,Absolutely love it! Exceeded my expectations.,2023-12-04
1038,112,36,4,Perfect in every way. Worth every penny!,2023-05-05
1039,316,561,5,Absolutely love it! Exceeded my expectations.,2023-09-04
1040,49,333,3,"Good product overall, but has some minor issues.",2023-11-19
1041,339,333,5,Highly recommend! Excellent quality.,2023-07-07
1042,214,694,3,"Works as expected, nothing special though.",2023-05-02
1043,198,719,4,Perfect in every way. Worth every penny!,2023-01-25
1044,4,790,2,Very disappointed with this purchase.,2023-09-23
1045,513,615,1,Very disappointed with this purchase.,2023-05-21
1046,297,115,4,Highly recommend! Excellent quality.,2023-06-08
1047,117,584,4,Highly recommend! Excellent quality.,2023-03-04
1048,232,132,5,Highly recommend! Excellent quality.,2023-01-14
1049,502,352,5,Absolutely love it! Exceeded my expectations.,2023-08-31
1050,43,191,5,Perfect in every way. Worth every penny!,2023-03-22
1051,82,556,3,"Good product overall, but has some minor issues.",2023-07-27
1052,13,312,3,"Works as expected, nothing special though.",2023-01-19
1053,401,867,4,Highly recommend! Excellent quality.,2023-01-05
1054,20,99,5,Absolutely love it! Exceeded my expectations.,2023-02-02
1055,124,916,2,Poor quality and doesn't work as described.,2023-03-31
1056,218,215,1,Very disappointed with this purchase.,2023-06-03
1057,452,173,3,"Good product overall, but has some minor issues.",2023-02-08
1058,379,985,3,"Works as expected, nothing special though.",2023-03-31
1059,262,204,1,Very disappointed with this purchase.,2023-05-09
1060,531,582,3,"Works as expected, nothing special though.",2023-01-10
1061,447,4,3,"Good product overall, but has some minor issues.",2023-01-07
1062,388,943,1,Very disappointed with this purchase.,2023-10-22
1063,100,121,3,"Good product overall, but has some minor issues.",2023-02-20
1064,200,749,3,"Works as expected, nothing special though.",2023-11-27
1065,400,197,5,Perfect in every way. Worth every penny!,2023-10-20
1066,59,598,2,Very disappointed with this purchase.,2023-10-17
1067,358,774,4,Absolutely love it! Exceeded my expectations.,2023-01-13
1068,475,741,5,Perfect in every way. Worth every penny!,2023-09-12
1069,306,12,3,"Good product overall, but has some minor issues.",2023-04-13
1070,284,688,5,Highly recommend! Excellent quality.,2023-04-07
1071,127,306,3,"Good product overall, but has some minor issues.",2023-02-28
1072,43,15,4,Absolutely love it! Exceeded my expectations.,2023-08-03
1073,206,935,5,Highly recommend! Excellent quality.,2023-02-24
1074,491,876,2,Very disappointed with this purchase.,2023-04-12
1075,156,126,4,Perfect in every way. Worth every penny!,2023-01-06
1076,178,198,4,Perfect in every way. Worth every penny!,2023-10-30
1077,133,397,3,"Good product overall, but has some minor issues.",2023-06-25
1078,422,372,4,Absolutely love it! Exceeded my expectations.,2023-05-01
1079,247,1020,5,Perfect in every way. Worth every penny!,2023-09-03
1080,406,904,4,Highly recommend! Excellent quality.,2023-11-15
1081,251,949,1,Poor quality and doesn't work as described.,2023-07-07
1082,207,299,4,Absolutely love it! Exceeded my expectations.,2023-04-26
1083,421,937,1,Poor quality and doesn't work as described.,2023-08-25
1084,344,848,3,"Works as expected, nothing special though.",2023-06-30
1085,212,914,4,Highly recommend! Excellent quality.,2023-03-29
1086,71,536,5,Absolutely love it! Exceeded my expectations.,2023-11-13
1087,277,1073,5,Highly recommend! Excellent quality.,2023-01-27
1088,507,838,1,Poor quality and doesn't work as described.,2023-12-05
1089,304,231,4,Perfect in every way. Worth every penny!,2023-10-08
1090,88,432,4,Highly recommend! Excellent quality.,2023-06-17
1091,404,188,4,Highly recommend! Excellent quality.,2023-05-03
1092,467,622,4,Absolutely love it! Exceeded my expectations.,2023-04-11
1093,152,603,5,Highly recommend! Excellent quality.,2023-04-11
1094,246,570,3,"Good product overall, but has some minor issues.",2023-05-09
1095,310,1011,5,Perfect in every way. Worth every penny!,2023-04-22
1096,21,1006,4,Perfect in every way. Worth every penny!,2023-07-30
1097,83,832,4,Absolutely love it! Exceeded my expectations.,2023-08-22
1098,484,904,4,Highly recommend! Excellent quality.,2023-01-11
1099,458,721,5,Highly recommend! Excellent quality.,2023-05-04
1100,133,686,3,"Good product overall, but has some minor issues.",2023-12-20
1101,339,734,3,"Good product overall, but has some minor issues.",2023-09-26
1102,298,1071,4,Absolutely love it! Exceeded my expectations.,2023-08-31
1103,465,414,5,Perfect in every way. Worth every penny!,2023-02-03
1104,516,791,3,"Works as expected, nothing special though.",2023-12-10
1105,526,283,4,Highly recommend! Excellent quality.,2023-11-12
1106,324,93,4,Perfect in every way. Worth every penny!,2023-03-04
1107,350,694,4,Highly recommend! Excellent quality.,2023-04-25
1108,28,129,4,Absolutely love it! Exceeded my expectations.,2023-03-31
1109,534,1012,5,Absolutely love it! Exceeded my expectations.,2023-09-28
1110,167,475,2,Poor quality and doesn't work as described.,2023-06-28
1111,239,1090,5,Absolutely love it! Exceeded my expectations.,2023-07-03
1112,144,1038,4,Absolutely love it! Exceeded my expectations.,2023-04-27
1113,287,973,4,Absolutely love it! Exceeded my expectations.,2023-09-24
1114,249,33,4,Perfect in every way. Worth every penny!,2023-12-22
1115,57,202,4,Highly recommend! Excellent quality.,2023-07-29
1116,157,974,5,Highly recommend! Excellent quality.,2023-06-01
1117,158,321,4,Highly recommend! Excellent quality.,2023-12-03
1118,410,970,3,"Works as expected, nothing special though.",2023-12-29
1119,146,614,5,Absolutely love it! Exceeded my expectations.,2023-01-26
1120,480,438,4,Perfect in every way. Worth every penny!,2023-03-30
1121,426,854,3,"Works as expected, nothing special though.",2023-03-15
1122,456,805,3,"Good product overall, but has some minor issues.",2023-04-03
1123,20,111,4,Absolutely love it! Exceeded my expectations.,2023-11-23
1124,17,552,3,"Good product overall, but has some minor issues.",2023-04-13
1125,232,683,4,Absolutely love it! Exceeded my expectations.,2023-08-08
1126,191,397,4,Absolutely love it! Exceeded my expectations.,2023-07-13
1127,485,973,4,Perfect in every way. Worth every penny!,2023-02-22
1128,542,846,3,"Good product overall, but has some minor issues.",2023-03-21
1129,4,954,4,Perfect in every way. Worth every penny!,2023-09-25
1130,375,107,3,"Works as expected, nothing special though.",2023-02-14
1131,491,869,5,Perfect in every way. Worth every penny!,2023-01-19
1132,395,571,5,Absolutely love it! Exceeded my expectations.,2023-07-10
1133,390,729,5,Highly recommend! Excellent quality.,2023-01-08
1134,274,882,5,Absolutely love it! Exceeded my expectations.,2023-10-11
1135,247,151,5,Absolutely love it! Exceeded my expectations.,2023-10-27
1136,75,1066,3,"Good product overall, but has some minor issues.",2023-12-23
1137,162,412,4,Absolutely love it! Exceeded my expectations.,2023-12-21
1138,298,808,4,Perfect in every way. Worth every penny!,2023-11-22
1139,59,622,5,Highly recommend! Excellent quality.,2023-07-24
1140,227,742,5,Perfect in every way. Worth every penny!,2023-07-22
1141,244,364,4,Absolutely love it! Exceeded my expectations.,2023-05-01
1142,201,650,3,"Good product overall, but has some minor issues.",2023-01-22
1143,480,384,4,Highly recommend! Excellent quality.,2023-04-07
1144,148,1051,3,"Works as expected, nothing special though.",2023-06-17
1145,173,594,5,Highly recommend! Excellent quality.,2023-07-11
1146,216,1065,4,Highly recommend! Excellent quality.,2023-10-24
1147,179,755,2,Poor quality and doesn't work as described.,2023-11-02
1148,179,107,3,"Good product overall, but has some minor issues.",2023-06-01
1149,168,706,3,"Good product overall, but has some minor issues.",2023-10-21
1150,276,694,5,Absolutely love it! Exceeded my expectations.,2023-05-26
1151,548,1041,4,Absolutely love it! Exceeded my expectations.,2023-11-07
1152,368,769,3,"Works as expected, nothing special though.",2023-12-08
1153,282,323,5,Absolutely love it! Exceeded my expectations.,2023-05-20
1154,380,68,4,Perfect in every way. Worth every penny!,2023-02-23
1155,315,141,5,Highly recommend! Excellent quality.,2023-05-05
1156,487,661,3,"Works as expected, nothing special though.",2023-03-25
1157,237,191,4,Highly recommend! Excellent quality.,2023-06-13
1158,365,135,5,Highly recommend! Excellent quality.,2023-11-28
1159,304,148,3,"Works as expected, nothing special though.",2023-05-11
1160,9,924,4,Absolutely love it! Exceeded my expectations.,2023-06-10
1161,43,621,3,"Works as expected, nothing special though.",2023-03-22
1162,444,1086,3,"Good product overall, but has some minor issues.",2023-08-23
1163,309,255,3,"Works as expected, nothing special though.",2023-08-09
1164,389,329,4,Highly recommend! Excellent quality.,2023-12-08
1165,325,1005,4,Perfect in every way. Worth every penny!,2023-02-06
1166,394,846,3,"Good product overall, but has some minor issues.",2023-06-16
1167,111,692,3,"Good product overall, but has some minor issues.",2023-02-01
1168,131,486,3,"Good product overall, but has some minor issues.",2023-02-11
1169,339,64,5,Highly recommend! Excellent quality.,2023-03-06
1170,98,264,5,Absolutely love it! Exceeded my expectations.,2023-12-24
1171,437,764,5,Perfect in every way. Worth every penny!,2023-06-14
1172,87,536,3,"Good product overall, but has some minor issues.",2023-04-15
1173,414,73,3,"Works as expected, nothing special though.",2023-01-18
1174,39,934,3,"Good product overall, but has some minor issues.",2023-06-11
1175,494,384,1,Very disappointed with this purchase.,2023-09-14
1176,177,461,5,Absolutely love it! Exceeded my expectations.,2023-10-12
1177,266,275,5,Perfect in every way. Worth every penny!,2023-04-10
1178,42,815,5,Highly recommend! Excellent quality.,2023-02-22
1179,102,925,3,"Good product overall, but has some minor issues.",2023-04-01
1180,425,402,3,"Good product overall, but has some minor issues.",2023-07-17
1181,508,560,5,Highly recommend! Excellent quality.,2023-08-02
1182,249,932,2,Poor quality and doesn't work as described.,2023-08-26
1183,536,499,4,Absolutely love it! Exceeded my expectations.,2023-03-18
1184,365,132,1,Poor quality and doesn't work as described.,2023-08-31
1185,478,515,5,Highly recommend! Excellent quality.,2023-07-09
1186,193,266,2,Poor quality and doesn't work as described.,2023-01-20
1187,380,814,4,Perfect in every way. Worth every penny!,2023-10-12
1188,544,522,5,Perfect in every way. Worth every penny!,2023-03-05
1189,415,708,4,Highly recommend! Excellent quality.,2023-06-28
1190,353,459,4,Absolutely love it! Exceeded my expectations.,2023-04-16
1191,301,982,4,Absolutely love it! Exceeded my expectations.,2023-03-23
1192,140,134,2,Very disappointed with this purchase.,2023-03-24
1193,92,30,5,Absolutely love it! Exceeded my expectations.,2023-06-08
1194,341,1051,3,"Good product overall, but has some minor issues.",2023-08-13
1195,517,32,5,Highly recommend! Excellent quality.,2023-03-29
1196,546,265,4,Absolutely love it! Exceeded my expectations.,2023-02-19
1197,296,750,5,Absolutely love it! Exceeded my expectations.,2023-05-29
1198,42,139,3,"Good product overall, but has some minor issues.",2023-03-23
1199,325,930,5,Absolutely love it! Exceeded my expectations.,2023-11-01
1200,173,612,5,Perfect in every way. Worth every penny!,2023-08-04
1201,185,885,3,"Good product overall, but has some minor issues.",2023-04-18
1202,359,279,5,Absolutely love it! Exceeded my expectations.,2023-10-02
1203,370,372,4,Absolutely love it! Exceeded my expectations.,2023-10-29
1204,425,1055,4,Perfect in every way. Worth every penny!,2023-01-20
1205,548,86,3,"Works as expected, nothing special though.",2023-12-17
1206,347,338,3,"Works as expected, nothing special though.",2023-08-06
1207,384,10,5,Perfect in every way. Worth every penny!,2023-04-19
1208,379,273,5,Highly recommend! Excellent quality.,2023-12-03
1209,500,462,4,Highly recommend! Excellent quality.,2023-03-28
1210,362,313,5,Absolutely love it! Exceeded my expectations.,2023-04-12
1211,482,494,3,"Good product overall, but has some minor issues.",2023-02-05
1212,435,516,4,Absolutely love it! Exceeded my expectations.,2023-11-21
1213,345,541,4,Absolutely love it! Exceeded my expectations.,2023-12-20
1214,431,467,2,Poor quality and doesn't work as described.,2023-06-15
1215,127,1039,5,Perfect in every way. Worth every penny!,2023-02-06
1216,198,335,3,"Works as expected, nothing special though.",2023-04-05
1217,367,919,4,Perfect in every way. Worth every penny!,2023-04-13
1218,129,453,5,Absolutely love it! Exceeded my expectations.,2023-01-20
1219,293,9,3,"Works as expected, nothing special though.",2023-08-28
1220,97,747,4,Highly recommend! Excellent quality.,2023-06-07
1221,236,206,4,Absolutely love it! Exceeded my expectations.,2023-03-20
1222,511,524,4,Absolutely love it! Exceeded my expectations.,2023-05-31
1223,182,196,5,Highly recommend! Excellent quality.,2023-12-04
1224,309,271,3,"Good product overall, but has some minor issues.",2023-01-25
1225,17,484,2,Poor quality and doesn't work as described.,2023-04-29
1226,299,894,4,Absolutely love it! Exceeded my expectations.,2023-03-01
1227,309,55,4,Perfect in every way. Worth every penny!,2023-07-26
1228,92,966,4,Highly recommend! Excellent quality.,2023-08-03
1229,189,947,2,Very disappointed with this purchase.,2023-01-17
1230,97,69,3,"Works as expected, nothing special though.",2023-05-30
1231,369,637,4,Absolutely love it! Exceeded my expectations.,2023-09-27
1232,200,176,4,Absolutely love it! Exceeded my expectations.,2023-02-07
1233,60,914,5,Highly recommend! Excellent quality.,2023-06-27
1234,213,295,3,"Good product overall, but has some minor issues.",2023-07-11
1235,452,342,3,"Good product overall, but has some minor issues.",2023-02-02
1236,199,302,4,Absolutely love it! Exceeded my expectations.,2023-07-04
1237,264,112,5,Perfect in every way. Worth every penny!,2023-04-25
1238,197,569,2,Poor quality and doesn't work as described.,2023-06-29
1239,485,892,5,Perfect in every way. Worth every penny!,2023-11-12
1240,227,1021,4,Perfect in every way. Worth every penny!,2023-12-28
1241,232,1041,4,Absolutely love it! Exceeded my expectations.,2023-02-21
1242,175,308,5,Perfect in every way. Worth every penny!,2023-12-11
1243,378,159,4,Absolutely love it! Exceeded my expectations.,2023-01-07
1244,17,112,2,Poor quality and doesn't work as described.,2023-09-19
1245,388,20,5,Absolutely love it! Exceeded my expectations.,2023-08-15
1246,412,646,3,"Works as expected, nothing special though.",2023-08-06
1247,429,141,4,Absolutely love it! Exceeded my expectations.,2023-01-07
1248,103,1033,5,Perfect in every way. Worth every penny!,2023-07-23
1249,25,992,5,Absolutely love it! Exceeded my expectations.,2023-04-02
1250,400,595,5,Highly recommend! Excellent quality.,2023-01-22
1251,99,563,5,Absolutely love it! Exceeded my expectations.,2023-12-30
1252,146,33,4,Absolutely love it! Exceeded my expectations.,2023-08-29
1253,90,276,3,"Works as expected, nothing special though.",2023-12-28
1254,499,623,1,Poor quality and doesn't work as described.,2023-01-27
1255,362,230,5,Absolutely love it! Exceeded my expectations.,2023-02-20
1256,243,958,2,Very disappointed with this purchase.,2023-02-13
1257,10,984,2,Poor quality and doesn't work as described.,2023-11-16
1258,295,616,4,Perfect in every way. Worth every penny!,2023-06-15
1259,335,1074,5,Absolutely love it! Exceeded my expectations.,2023-11-29
1260,511,928,4,Perfect in every way. Worth every penny!,2023-05-29
1261,369,75,4,Highly recommend! Excellent quality.,2023-06-12
1262,240,586,3,"Good product overall, but has some minor issues.",2023-02-14
1263,440,751,5,Perfect in every way. Worth every penny!,2023-05-06
1264,388,527,5,Highly recommend! Excellent quality.,2023-07-21
1265,185,433,3,"Good product overall, but has some minor issues.",2023-09-11
1266,135,832,3,"Good product overall, but has some minor issues.",2023-10-31
1267,288,457,2,Very disappointed with this purchase.,2023-06-07
1268,30,171,4,Perfect in every way. Worth every penny!,2023-10-04
1269,189,1036,4,Absolutely love it! Exceeded my expectations.,2023-02-17
1270,28,547,4,Absolutely love it! Exceeded my expectations.,2023-09-25
1271,510,819,4,Highly recommend! Excellent quality.,2023-09-17
1272,391,570,5,Highly recommend! Excellent quality.,2023-12-29
1273,287,849,5,Absolutely love it! Exceeded my expectations.,2023-11-02
1274,389,550,5,Absolutely love it! Exceeded my expectations.,2023-01-26
1275,9,144,3,"Good product overall, but has some minor issues.",2023-11-05
1276,196,165,5,Absolutely love it! Exceeded my expectations.,2023-11-15
1277,54,726,5,Absolutely love it! Exceeded my expectations.,2023-12-21
1278,503,789,3,"Works as expected, nothing special though.",2023-04-15
1279,438,999,5,Highly recommend! Excellent quality.,2023-07-06
1280,403,774,2,Poor quality and doesn't work as described.,2023-01-09
1281,220,61,5,Perfect in every way. Worth every penny!,2023-05-09
1282,112,917,3,"Good product overall, but has some minor issues.",2023-01-31
1283,102,957,4,Absolutely love it! Exceeded my expectations.,2023-09-11
1284,213,881,3,"Works as expected, nothing special though.",2023-11-03
1285,60,905,2,Poor quality and doesn't work as described.,2023-11-08
1286,66,940,5,Absolutely love it! Exceeded my expectations.,2023-03-27
1287,165,936,3,"Works as expected, nothing special though.",2023-12-14
1288,422,855,4,Highly recommend! Excellent quality.,2023-11-11
1289,531,625,3,"Works as expected, nothing special though.",2023-03-29
1290,82,897,3,"Works as expected, nothing special though.",2023-08-29
1291,497,123,3,"Works as expected, nothing special though.",2023-07-18
1292,110,886,4,Absolutely love it! Exceeded my expectations.,2023-12-15
1293,509,167,4,Highly recommend! Excellent quality.,2023-09-19
1294,300,148,2,Very disappointed with this purchase.,2023-05-13
1295,98,1072,3,"Good product overall, but has some minor issues.",2023-05-12
1296,436,69,4,Perfect in every way. Worth every penny!,2023-07-13
1297,507,642,3,"Works as expected, nothing special though.",2023-06-30
1298,195,429,3,"Works as expected, nothing special though.",2023-02-24
1299,381,493,4,Perfect in every way. Worth every penny!,2023-02-15
1300,163,161,4,Absolutely love it! Exceeded my expectations.,2023-08-28
1301,15,957,3,"Good product overall, but has some minor issues.",2023-06-01
1302,17,1001,3,"Works as expected, nothing special though.",2023-03-27
1303,86,642,4,Perfect in every way. Worth every penny!,2023-04-27
1304,376,957,4,Absolutely love it! Exceeded my expectations.,2023-01-28
1305,540,534,4,Perfect in every way. Worth every penny!,2023-01-28
1306,472,1095,3,"Works as expected, nothing special though.",2023-05-05
1307,348,500,1,Very disappointed with this purchase.,2023-03-04
1308,390,341,5,Highly recommend! Excellent quality.,2023-01-31
1309,119,140,2,Very disappointed with this purchase.,2023-06-16
1310,475,599,5,Highly recommend! Excellent quality.,2023-03-18
1311,167,346,3,"Good product overall, but has some minor issues.",2023-03-30
1312,478,585,2,Very disappointed with this purchase.,2023-08-15
1313,111,1086,2,Poor quality and doesn't work as described.,2023-03-08
1314,400,848,4,Absolutely love it! Exceeded my expectations.,2023-11-01
1315,69,649,4,Absolutely love it! Exceeded my expectations.,2023-01-24
1316,32,75,2,Poor quality and doesn't work as described.,2023-05-28
1317,316,48,3,"Good product overall, but has some minor issues.",2023-05-27
1318,530,446,5,Absolutely love it! Exceeded my expectations.,2023-12-13
1319,538,572,3,"Good product overall, but has some minor issues.",2023-05-26
1320,335,981,3,"Works as expected, nothing special though.",2023-08-11
1321,67,1023,5,Highly recommend! Excellent quality.,2023-10-19
1322,218,581,2,Poor quality and doesn't work as described.,2023-03-07
1323,436,242,3,"Works as expected, nothing special though.",2023-06-16
1324,14,535,4,Perfect in every way. Worth every penny!,2023-02-10
1325,359,49,3,"Works as expected, nothing special though.",2023-02-07
1326,364,585,3,"Good product overall, but has some minor issues.",2023-02-26
1327,302,281,5,Absolutely love it! Exceeded my expectations.,2023-07-29
1328,442,31,5,Absolutely love it! Exceeded my expectations.,2023-05-05
1329,297,371,3,"Good product overall, but has some minor issues.",2023-10-02
1330,541,370,4,Perfect in every way. Worth every penny!,2023-06-25
1331,396,798,4,Absolutely love it! Exceeded my expectations.,2023-09-03
1332,6,193,3,"Good product overall, but has some minor issues.",2023-12-17
1333,232,677,5,Highly recommend! Excellent quality.,2023-07-17
1334,391,47,3,"Works as expected, nothing special though.",2023-06-14
1335,141,837,3,"Good product overall, but has some minor issues.",2023-09-15
1336,183,1038,2,Poor quality and doesn't work as described.,2023-03-11
1337,237,1096,2,Very disappointed with this purchase.,2023-01-06
1338,395,475,5,Highly recommend! Excellent quality.,2023-07-04
1339,143,112,3,"Good product overall, but has some minor issues.",2023-06-20
1340,365,492,4,Highly recommend! Excellent quality.,2023-12-15
1341,102,61,2,Very disappointed with this purchase.,2023-11-26
1342,236,474,3,"Works as expected, nothing special though.",2023-04-26
1343,201,228,3,"Good product overall, but has some minor issues.",2023-02-13
1344,423,722,2,Very disappointed with this purchase.,2023-05-15
1345,523,1066,5,Highly recommend! Excellent quality.,2023-05-07
1346,69,226,4,Absolutely love it! Exceeded my expectations.,2023-10-11
1347,253,143,1,Poor quality and doesn't work as described.,2023-04-21
1348,101,305,3,"Works as expected, nothing special though.",2023-09-04
1349,122,487,2,Poor quality and doesn't work as described.,2023-02-28
1350,202,132,3,"Works as expected, nothing special though.",2023-04-14
1351,112,527,4,Highly recommend! Excellent quality.,2023-01-25
1352,522,646,4,Absolutely love it! Exceeded my expectations.,2023-10-30
1353,162,776,5,Highly recommend! Excellent quality.,2023-02-03
1354,88,107,5,Absolutely love it! Exceeded my expectations.,2023-03-27
1355,119,444,4,Perfect in every way. Worth every penny!,2023-04-09
1356,199,77,2,Poor quality and doesn't work as described.,2023-01-31
1357,514,192,3,"Works as expected, nothing special though.",2023-10-12
1358,441,646,3,"Good product overall, but has some minor issues.",2023-12-23
1359,24,258,5,Highly recommend! Excellent quality.,2023-09-29
1360,401,686,3,"Works as expected, nothing special though.",2023-03-23
1361,546,629,3,"Good product overall, but has some minor issues.",2023-11-23
1362,265,61,3,"Good product overall, but has some minor issues.",2023-12-18
1363,405,703,5,Absolutely love it! Exceeded my expectations.,2023-01-10
1364,469,899,5,Absolutely love it! Exceeded my expectations.,2023-08-25
1365,408,688,4,Perfect in every way. Worth every penny!,2023-08-17
1366,311,114,4,Absolutely love it! Exceeded my expectations.,2023-12-08
1367,461,45,3,"Good product overall, but has some minor issues.",2023-10-24
1368,360,507,3,"Works as expected, nothing special though.",2023-01-28
1369,261,452,4,Perfect in every way. Worth every penny!,2023-04-17
1370,287,69,2,Poor quality and doesn't work as described.,2023-09-20
1371,449,598,4,Perfect in every way. Worth every penny!,2023-09-23
1372,194,506,3,"Works as expected, nothing special though.",2023-08-27
1373,534,944,4,Perfect in every way. Worth every penny!,2023-09-24
1374,19,640,2,Very disappointed with this purchase.,2023-08-08
1375,362,140,3,"Works as expected, nothing special though.",2023-05-31
1376,336,982,2,Very disappointed with this purchase.,2023-02-25
1377,165,879,2,Poor quality and doesn't work as described.,2023-01-09
1378,399,367,4,Perfect in every way. Worth every penny!,2023-04-11
1379,153,103,3,"Works as expected, nothing special though.",2023-01-18
1380,347,726,3,"Works as expected, nothing special though.",2023-09-13
1381,159,97,5,Absolutely love it! Exceeded my expectations.,2023-04-30
1382,464,476,5,Perfect in every way. Worth every penny!,2023-01-16
1383,41,1008,4,Perfect in every way. Worth every penny!,2023-05-23
1384,536,298,1,Very disappointed with this purchase.,2023-03-28
1385,482,298,4,Absolutely love it! Exceeded my expectations.,2023-03-27
1386,390,3,5,Highly recommend! Excellent quality.,2023-11-02
1387,155,736,3,"Good product overall, but has some minor issues.",2023-02-15
1388,409,625,4,Highly recommend! Excellent quality.,2023-01-05
1389,148,950,4,Highly recommend! Excellent quality.,2023-01-01
1390,433,522,5,Highly recommend! Excellent quality.,2023-09-22
1391,325,375,4,Perfect in every way. Worth every penny!,2023-01-08
1392,474,519,1,Poor quality and doesn't work as described.,2023-05-06
1393,170,161,5,Absolutely love it! Exceeded my expectations.,2023-08-14
1394,325,86,3,"Good product overall, but has some minor issues.",2023-05-16
1395,308,719,3,"Works as expected, nothing special though.",2023-08-03
1396,78,281,2,Poor quality and doesn't work as described.,2023-09-30
1397,98,10,3,"Works as expected, nothing special though.",2023-04-14
1398,230,806,3,"Good product overall, but has some minor issues.",2023-01-26
1399,56,932,5,Absolutely love it! Exceeded my expectations.,2023-09-10
1400,278,364,4,Absolutely love it! Exceeded my expectations.,2023-03-26
1401,517,236,3,"Good product overall, but has some minor issues.",2023-04-07
