product_id,name,category_id,brand,price,stock_quantity
458,De-engineered logistical definition,26,"Duran, Gonzales and Davis",125.43,937
459,Exclusive bottom-line monitoring,26,Horton Group,453.95,2
460,Enhanced context-sensitive solution,10,Robinson Group,17.61,44
461,Vision-oriented empowering Internet solution,27,"Mosley, Alvarado and Lee",60.95,266
462,Streamlined transitional conglomeration,8,Hebert LLC,231.47,25
463,Synergized needs-based toolset,12,"Madden, Phillips and Nunez",23.63,712
464,Visionary 3rdgeneration framework,26,"Parsons, Jennings and Cox",78.27,994
465,Organized zero-defect functionalities,24,Roy-Evans,244.22,627
466,Customizable national knowledge user,27,"Dougherty, Blevins and Graham",488.72,216
467,Multi-lateral foreground product,8,"Cooper, Gibson and Caldwell",233.48,454
468,Future-proofed mission-critical open system,28,Thomas Inc,45.74,567
469,Open-source motivating workforce,25,"Mclean, Reynolds and Jimenez",158.15,705
470,Stand-alone didactic model,6,Blake-Garcia,381.17,945
471,Quality-focused 3rdgeneration matrices,7,Walls-Logan,379.56,797
472,User-friendly encompassing open system,7,"Smith, Wilson and Bell",31.74,352
473,Networked national methodology,11,"Jackson, Caldwell and Stokes",346.87,549
474,Secured directional extranet,4,Meyer Inc,35.87,655
475,Dress,21,Adidas,93.41,422
476,Robust user-facing focus group,19,Johnson-Ramirez,86.48,89
477,Ameliorated 6thgeneration paradigm,6,Frye-Roberson,274.6,652
478,Reactive value-added implementation,18,Sanders-Martinez,241.56,482
479,User-friendly value-added capability,16,Richmond-Alvarez,121.36,167
480,Proactive motivating firmware,26,"Juarez, Harper and Murphy",61.71,467
481,Automated fault-tolerant product,10,Park Ltd,386.52,381
482,Multi-tiered multimedia neural-net,27,Fowler-Franklin,35.72,352
483,Customer-focused real-time policy,7,Williams Group,181.58,75
484,Streamlined intermediate capacity,8,"Gonzalez, Brown and Sheppard",36.73,348
485,Jeans,21,Levi's,157.83,398
486,Assimilated composite functionalities,17,"Lopez, Davis and Stone",23.74,583
487,Implemented client-driven structure,4,Vaughn Ltd,394.82,192
488,Ergonomic directional artificial intelligence,5,"Burnett, Jones and Williams",167.06,303
489,Persistent scalable help-desk,6,"Lopez, Harper and Jones",334.94,278
490,T-Shirt,2,Nike,349.84,797
491,Vision-oriented mobile installation,17,"Stephens, Chambers and Lewis",179.57,654
492,Re-contextualized directional methodology,26,Steele-Holmes,240.62,438
493,Persevering zero administration challenge,18,"Williams, Williams and Patel",377.61,363
494,Self-enabling contextually-based frame,10,Robinson-Bryant,275.71,760
495,Progressive zero administration framework,13,"Conner, Williams and Jones",405.32,453
496,Reactive executive protocol,8,"Davidson, Duffy and Mcconnell",269.87,819
497,Open-source explicit framework,12,Brown LLC,202.41,693
498,Implemented zero tolerance service-desk,25,Anderson Group,267.26,20
499,De-engineered multi-state success,26,Johnson-Blake,418.01,237
500,Pre-emptive cohesive approach,13,Nunez-Perry,84.18,75
501,Inverse methodical encryption,18,"Smith, Robertson and Lee",117.51,559
502,Jeans,21,Levi's,97.18,169
503,De-engineered systematic model,22,Soto-Park,457.99,142
504,Digitized tertiary forecast,6,"Mcdowell, Mcknight and Garcia",441.3,576
505,Diverse actuating parallelism,28,"Lindsey, Morgan and Pruitt",487.34,381
506,Business-focused didactic workforce,24,"Morrow, Shaw and Johnson",434.69,439
507,Seamless client-server functionalities,23,Miller Group,374.9,90
508,Persevering incremental process improvement,4,Braun-Gray,112.19,85
509,Phased mission-critical function,11,Scott-Fitzpatrick,408.17,582
510,Fundamental demand-driven instruction set,19,Cordova and Sons,491.46,146
511,Dress,15,Adidas,22.67,974
512,Jacket,15,Levi's,110.92,981
513,T-Shirt,21,Nike,320.12,56
514,Persevering explicit installation,19,"Robinson, Nelson and Evans",239.32,440
515,User-centric client-server software,27,Martinez-Stewart,37.99,595
516,Re-engineered bifurcated leverage,24,"Lewis, Wright and Lewis",198.87,293
517,Virtual object-oriented alliance,27,"Kelley, Mann and Martin",203.83,161
518,Sharable bi-directional toolset,10,Smith-Marks,388.6,82
519,Re-engineered exuding strategy,13,"Price, Cannon and Hunt",170.67,990
520,Down-sized uniform time-frame,26,Brown-Huffman,298.95,829
521,Jeans,2,Levi's,43.32,552
522,Implemented non-volatile time-frame,27,"Lewis, Dickerson and Hanson",218.54,796
523,Automated high-level software,26,"Rosales, Hansen and Matthews",121.77,565
524,Focused background structure,18,Gibson Inc,484.64,958
525,Object-based upward-trending synergy,3,Porter-Barker,239.6,452
526,Reactive real-time access,18,Gilbert-Pollard,225.25,692
527,Visionary needs-based utilization,4,Acosta Ltd,142.41,66
528,Headphones Ultra,14,LG,434.81,208
529,Multi-channeled directional adapter,8,Brown LLC,435.27,968
530,Up-sized responsive collaboration,6,"Martinez, Green and Brennan",166.66,52
531,Re-engineered grid-enabled policy,11,"Haynes, Tanner and Lewis",89.24,824
532,Smartphone Pro,14,LG,267.55,355
533,Right-sized object-oriented paradigm,10,"Ryan, Silva and Hill",250.25,480
534,Jeans,15,Nike,452.74,847
535,Enhanced zero tolerance complexity,28,Beck-Bass,181.06,394
536,Expanded 3rdgeneration complexity,3,Jones Group,238.45,327
537,Jacket,2,Nike,446.7,757
538,Focused dedicated moratorium,26,"King, Schroeder and Hendricks",108.99,558
539,Laptop Max,14,Apple,344.71,469
540,Focused intangible application,5,"Clayton, Ford and Nelson",391.5,659
541,Jeans,21,Adidas,464.08,484
542,Dress,2,Adidas,169.93,483
543,T-Shirt,21,Adidas,349.78,277
544,Fundamental global extranet,9,Lopez PLC,312.79,74
545,Future-proofed dedicated hub,22,Webb-Nelson,281.84,188
546,Business-focused neutral neural-net,19,Carr PLC,38.13,973
547,Profound static interface,7,Watts PLC,371.51,510
548,Jeans,21,H&M,171.37,926
549,Automated multi-state extranet,10,Barr Inc,435.9,674
550,Organized stable standardization,7,Meyers-Alvarado,240.28,396
551,Ergonomic value-added strategy,17,Pham Inc,472.01,714
552,Laptop,1,Apple,51.21,850
553,Future-proofed context-sensitive flexibility,7,Campos Group,140.44,692
554,Multi-tiered systemic throughput,11,Page Group,105.42,387
555,Vision-oriented national paradigm,5,Williams-Mitchell,46.69,476
556,Expanded actuating knowledgebase,23,Miller Ltd,167.35,703
557,Total optimizing encryption,11,Galvan-Harrell,350.08,730
558,Public-key stable emulation,8,"Garcia, Reyes and Terry",130.42,33
559,User-friendly empowering leverage,9,Heath Ltd,157.48,243
560,Face-to-face reciprocal structure,19,"Smith, Joseph and Wood",230.44,32
561,Secured system-worthy software,7,"Rowe, Moore and Taylor",304.87,760
562,Centralized national hierarchy,26,May PLC,326.26,134
563,TV,14,LG,340.96,170
564,Object-based non-volatile array,25,Santos-Davis,24.83,709
565,Balanced logistical secured line,3,"Perry, Hill and Murray",284.83,29
566,Streamlined client-driven model,24,Gates and Sons,209.39,74
567,Phased analyzing framework,23,"Michael, Jones and Adams",345.47,195
568,Down-sized attitude-oriented flexibility,10,Harper Inc,213.59,580
569,Future-proofed empowering database,3,West-Underwood,327.8,217
570,Headphones Max,1,LG,242.13,832
571,Diverse uniform model,11,Nichols-Dixon,138.42,455
572,Streamlined upward-trending protocol,24,Berry-Espinoza,245.81,804
573,Reactive logistical time-frame,28,Mccullough-Lopez,354.52,652
574,Function-based context-sensitive hardware,4,Donovan-Silva,214.68,491
575,Digitized exuding superstructure,27,Pittman PLC,20.85,206
576,Proactive object-oriented firmware,3,Torres-White,27.06,390
577,Phased background time-frame,11,"Johnson, Reeves and Anderson",311.9,850
578,Dress,2,Levi's,225.07,36
579,User-friendly methodical standardization,27,"Marquez, Dixon and Maynard",475.51,539
580,Persistent demand-driven archive,13,Robertson LLC,240.44,672
581,Proactive bottom-line hardware,26,Gardner Ltd,365.33,818
582,Streamlined empowering firmware,16,Gonzales Ltd,39.96,668
583,Team-oriented bandwidth-monitored forecast,22,"Matthews, Hernandez and Ramirez",286.0,362
584,Persistent zero tolerance capability,24,"Campos, Rodriguez and Baker",126.94,75
585,Profound interactive contingency,8,Waters PLC,431.15,747
586,Stand-alone demand-driven database,8,"Morris, Mora and Hardy",139.14,693
587,T-Shirt,2,Adidas,22.84,88
588,Dress,15,Nike,227.34,915
589,Virtual executive system engine,26,Ayala Ltd,129.79,858
590,Virtual client-driven model,17,Woods Inc,116.1,290
591,Smartphone,14,Apple,260.13,760
592,Business-focused bi-directional application,26,Owens-Nguyen,388.84,577
593,Mandatory transitional installation,27,Rivera LLC,300.62,521
594,Centralized high-level open architecture,11,Bryant-Jensen,11.37,374
595,Jacket,21,Nike,284.42,471
596,Business-focused next generation firmware,19,Carlson-Ortega,296.5,580
597,Expanded tertiary strategy,7,Cook-Torres,104.39,637
598,Triple-buffered national access,13,Daniels LLC,30.78,2
599,Reduced grid-enabled info-mediaries,5,Scott-Diaz,168.19,789
600,Jacket,15,Nike,115.87,734
601,Smartphone Max,14,Apple,493.64,79
602,Integrated exuding parallelism,8,"Bass, Martin and Mccarthy",474.26,941
603,Advanced bottom-line website,27,Herrera Inc,27.93,365
604,Integrated static middleware,10,Chandler Ltd,473.58,999
605,Cross-group zero administration budgetary management,27,Singleton and Sons,200.12,677
606,Switchable didactic throughput,8,"Kim, Moran and Johnson",348.97,61
607,Dress,15,H&M,90.63,915
608,Organized hybrid portal,9,Wilkerson-Walker,496.1,361
609,Seamless impactful methodology,5,Manning Inc,182.72,805
610,Virtual client-server superstructure,19,"Meyer, Miller and Flores",70.69,230
611,Mandatory optimizing emulation,10,Davis Ltd,175.38,964
612,TV Pro,1,Apple,432.32,129
613,Phased mission-critical process improvement,19,"Rowe, Ford and Mack",71.85,848
614,Dress,20,Adidas,317.98,788
615,Sharable system-worthy project,5,Lewis-Smith,24.29,60
616,Integrated methodical model,28,Murphy PLC,421.09,610
617,Virtual real-time forecast,25,Burton Ltd,269.36,706
618,Right-sized zero-defect secured line,5,Murray-Bauer,343.41,379
619,Networked coherent pricing structure,24,"Willis, Blair and Lynch",204.2,54
620,Jeans,20,Levi's,337.48,607
621,Jacket,2,Levi's,342.26,413
622,Quality-focused high-level initiative,23,"Williams, Campbell and Love",482.5,989
623,Decentralized needs-based adapter,13,Burton-Dean,329.56,381
624,Realigned systematic model,24,Harrell Inc,51.73,332
625,Compatible contextually-based Graphic Interface,12,Melton-Stout,240.96,9
626,Virtual empowering frame,23,Clark-Baker,485.68,112
627,Front-line 5thgeneration firmware,10,"Lee, Ross and Simpson",303.01,506
628,Visionary transitional website,17,Mccoy PLC,311.58,865
629,Enterprise-wide human-resource matrix,16,Buckley Ltd,379.34,530
630,Horizontal system-worthy capacity,16,Cummings and Sons,499.31,405
631,Dress,2,Adidas,401.64,32
632,Future-proofed directional initiative,13,Soto Inc,366.01,800
633,Multi-channeled regional analyzer,7,"Long, Davis and Smith",493.25,881
634,Innovative solution-oriented encryption,7,Prince-Hall,359.12,966
635,TV Max,14,Apple,38.09,653
636,User-centric zero tolerance process improvement,16,Haas-Adams,23.28,406
637,Reactive fresh-thinking installation,23,Reeves-Hogan,288.73,818
638,Upgradable didactic strategy,22,"Mason, Vincent and Ramirez",348.34,65
639,User-centric system-worthy synergy,13,Irwin PLC,367.6,136
640,Laptop Pro,14,Sony,336.14,394
641,Jacket,2,H&M,221.01,687
642,T-Shirt,2,H&M,50.56,722
643,Multi-tiered logistical secured line,11,Mata-Alexander,327.62,228
644,Customizable didactic help-desk,16,Rodriguez PLC,46.05,133
645,Cloned context-sensitive product,8,"King, Stark and Merritt",81.17,87
646,Persistent 3rdgeneration model,18,Neal-Cohen,111.24,357
647,Compatible multi-state emulation,13,"Thompson, Oliver and Kline",97.7,847
648,Ergonomic impactful attitude,28,"Reynolds, Carroll and Romero",245.01,299
649,Dress,20,Adidas,163.75,379
650,Managed context-sensitive leverage,5,"Krause, Miller and York",179.92,933
651,Jacket,15,Nike,469.59,423
652,Pre-emptive context-sensitive hierarchy,16,"Roberts, Richards and Hunt",398.29,906
653,Ameliorated systematic capacity,26,Anderson LLC,20.41,556
654,Profit-focused full-range adapter,7,Reid-Rodriguez,382.13,723
655,De-engineered bandwidth-monitored superstructure,24,"Garza, Neal and Costa",348.74,354
656,Mandatory explicit service-desk,19,"Carpenter, Simpson and Henry",267.61,979
657,Re-engineered grid-enabled infrastructure,13,"Wright, Morgan and Ward",408.82,744
658,Robust dynamic encryption,11,Shaffer PLC,301.44,70
659,Upgradable analyzing protocol,19,Scott-Shaffer,40.29,201
660,Customer-focused motivating capacity,10,Davis LLC,462.27,263
661,Adaptive needs-based hardware,17,Gray-Miller,59.05,958
662,Object-based disintermediate archive,9,Adams-Oliver,177.33,760
663,Implemented bottom-line neural-net,9,Shaffer-Norris,286.82,435
664,Monitored incremental array,17,Hunter-Jones,489.44,455
665,Customizable secondary process improvement,17,Thomas and Sons,99.74,254
666,Ameliorated 4thgeneration task-force,19,Gray-Harmon,417.22,984
667,Adaptive demand-driven knowledge user,4,Lewis Ltd,277.12,944
668,TV,14,Apple,332.5,197
669,TV Pro,14,Sony,241.83,571
670,Organic client-driven project,16,Frazier PLC,68.87,10
671,Centralized systematic function,9,Stevenson-Delgado,318.09,332
672,Jeans,21,Levi's,132.84,830
673,Robust mission-critical task-force,16,Harris-Lloyd,161.39,784
674,Laptop Ultra,14,Samsung,189.08,197
675,Synchronized asynchronous project,11,"Strickland, Gordon and Morris",116.28,837
676,Decentralized static time-frame,23,Webster LLC,75.23,506
677,Cross-group object-oriented projection,13,Young-Price,285.42,224
678,User-friendly high-level approach,10,"Dawson, Leon and Underwood",85.7,795
679,Upgradable disintermediate parallelism,3,"Reed, Farley and Berry",397.91,697
680,Jeans,20,Adidas,197.97,346
681,Advanced multi-state moderator,12,"Patrick, Smith and Garcia",334.07,557
682,Upgradable optimal Graphical User Interface,9,"Hernandez, Gordon and Bradford",230.99,431
683,Adaptive contextually-based database,26,"Richardson, Melton and Johnson",179.41,806
684,Fully-configurable systemic software,22,Lewis Inc,227.89,203
685,Synergistic discrete matrices,28,"Santiago, Peterson and Lee",253.6,934
686,Dress,21,Adidas,207.87,430
687,Operative full-range intranet,16,Chapman-Lopez,224.59,420
688,T-Shirt,2,Nike,140.62,197
689,Focused fresh-thinking instruction set,16,"Smith, Sampson and Quinn",136.98,163
690,Quality-focused radical secured line,3,Murray and Sons,85.44,560
691,Ergonomic disintermediate system engine,12,"Best, Salazar and Sharp",411.22,105
692,Reduced directional concept,9,Stone-Boone,158.62,371
693,Dress,15,H&M,273.42,264
694,Realigned national standardization,23,"Trevino, Pena and Baird",183.11,519
695,Operative analyzing function,10,"Miller, Nelson and Martinez",270.43,838
696,TV Ultra,14,Sony,278.99,337
697,Operative client-driven monitoring,28,Norton Group,225.34,865
698,Realigned upward-trending project,9,Martin Ltd,181.17,352
699,Public-key web-enabled benchmark,3,Hart PLC,8.19,860
700,Digitized real-time website,17,"Oconnor, Gaines and Pacheco",480.09,333
701,Programmable even-keeled product,19,Patterson-Hopkins,489.88,103
702,Reverse-engineered content-based utilization,12,Martinez LLC,217.44,539
703,Centralized well-modulated policy,17,"Potts, Wilkinson and Thomas",347.52,614
704,Optional content-based help-desk,5,"Cohen, Williams and Mullins",215.13,946
705,Function-based zero administration project,17,Conner-Smith,145.03,17
706,Inverse methodical concept,6,Moore PLC,43.45,806
707,Phased neutral support,7,"Castro, Barrett and Curry",184.89,538
708,Dress,15,H&M,370.17,532
709,Triple-buffered foreground concept,3,Young-Kerr,106.12,1
710,Dress,15,Levi's,335.32,511
711,Diverse maximized project,19,Watkins-Shelton,188.97,933
712,Enterprise-wide bi-directional support,10,Stevenson Inc,57.04,558
713,Monitored cohesive instruction set,3,Brooks Ltd,454.7,646
714,Customizable mission-critical intranet,25,"Schaefer, Perry and Simpson",372.0,207
715,Horizontal radical flexibility,18,Avila-Hampton,151.95,147
716,User-friendly static throughput,3,Smith Inc,398.58,279
717,Reactive systematic algorithm,7,"Matthews, Acosta and Middleton",359.43,586
718,Robust global adapter,5,Page-Everett,167.35,308
719,Cross-group stable attitude,25,"Li, Green and Gutierrez",51.66,959
720,Right-sized reciprocal utilization,18,Hudson-Martin,413.96,729
721,Upgradable bandwidth-monitored adapter,9,"Reyes, Gordon and Ramirez",395.08,333
722,Open-architected background secured line,25,Drake LLC,75.89,607
723,Future-proofed logistical knowledge user,9,"Gonzalez, Nielsen and Mcclure",468.74,470
724,Customizable client-server orchestration,27,Singh-Hernandez,466.06,740
725,Progressive user-facing capacity,22,Richardson LLC,491.87,814
726,Optimized web-enabled infrastructure,12,"Fisher, Villegas and Jefferson",352.62,921
727,Universal holistic concept,4,Huang LLC,60.28,79
728,Smartphone Ultra,1,Sony,165.57,216
729,Dress,21,Adidas,53.25,723
730,De-engineered bottom-line strategy,6,Lopez-Carlson,219.72,4
731,Focused regional knowledge user,17,Kennedy LLC,265.48,914
732,Cloned well-modulated policy,28,Benjamin and Sons,246.79,201
733,Jeans,15,Levi's,463.9,10
734,Enhanced discrete framework,19,Burton Ltd,337.41,783
735,Proactive homogeneous productivity,27,Massey PLC,391.28,251
736,Balanced object-oriented monitoring,27,Davis-Hawkins,276.87,709
737,Right-sized demand-driven paradigm,24,"Jones, Hill and Stewart",117.55,378
738,TV Max,14,Sony,137.21,972
739,Innovative executive capability,6,Rowland and Sons,156.76,823
740,Devolved high-level definition,10,Hughes-Brown,457.72,49
741,Decentralized encompassing flexibility,4,Adams-Cruz,495.57,935
742,Up-sized multimedia throughput,13,Dougherty-Moore,408.92,979
743,T-Shirt,21,Levi's,443.63,738
744,Streamlined directional website,27,Carter-Nelson,40.21,546
745,Mandatory user-facing help-desk,11,Sims-Powers,159.47,380
746,Optional responsive middleware,19,Riddle-Phillips,406.3,102
747,Cloned static matrices,3,King-Clark,373.91,379
748,Dress,20,Levi's,64.35,101
749,Fundamental cohesive challenge,5,Randolph Ltd,420.98,924
750,Switchable neutral intranet,28,Moore Ltd,139.21,262
751,Profit-focused composite model,11,"Martinez, Flores and Clark",158.65,683
752,Distributed asymmetric toolset,22,"Johnston, Taylor and Mclean",324.29,382
753,Smartphone Max,1,Sony,138.01,332
754,Grass-roots reciprocal policy,5,Frederick-King,327.15,56
755,Optimized motivating secured line,22,"Flores, Rojas and Brown",373.69,486
756,Versatile zero-defect forecast,13,"Freeman, Ellis and Lopez",431.21,896
757,Reactive zero administration neural-net,4,Jones-Young,450.93,80
758,Jacket,15,Adidas,442.65,311
759,Universal national structure,25,Moore Group,26.66,143
760,Jacket,15,Nike,397.04,978
761,Robust regional service-desk,23,Green-Jones,117.51,82
762,Smartphone,14,LG,468.38,413
763,Team-oriented actuating parallelism,11,"Smith, Banks and Erickson",432.66,756
764,T-Shirt,2,Adidas,441.32,440
765,Multi-channeled systemic firmware,25,Austin-Jennings,452.89,209
766,Customer-focused analyzing application,22,Davis-Friedman,295.07,711
767,Jacket,20,H&M,207.82,860
768,Decentralized attitude-oriented methodology,16,Hunt-Gonzalez,235.82,231
769,Customer-focused intangible success,6,Velasquez-Rice,23.54,449
770,Organic client-driven installation,8,Tucker LLC,120.7,575
771,Pre-emptive interactive superstructure,24,Thompson-Hunt,162.07,33
772,Configurable disintermediate challenge,27,"Johns, Costa and Ramirez",298.68,67
773,Object-based modular solution,6,Chambers-Montgomery,353.87,44
774,Implemented multi-tasking structure,12,Ingram-Russo,381.29,471
775,Customer-focused system-worthy Graphic Interface,22,"Campbell, Collins and Duncan",178.1,109
776,Total web-enabled functionalities,5,"Oliver, Murray and Burch",77.87,261
777,Cloned demand-driven alliance,18,"Perez, Kim and Allen",244.67,368
778,Open-source needs-based artificial intelligence,18,Brown-Thomas,464.25,96
779,Implemented exuding process improvement,12,"Harris, Rivera and Mitchell",385.89,758
780,Proactive fault-tolerant website,28,Davies Inc,338.08,479
781,Persistent homogeneous leverage,24,Gamble-Baldwin,224.51,347
782,Phased actuating algorithm,25,Hammond LLC,457.72,163
783,Monitored explicit access,9,Huang-Harris,54.92,863
784,Open-source radical Graphic Interface,24,Brooks-Meyer,15.75,474
785,Jacket,20,H&M,29.93,166
786,Open-source stable monitoring,27,Sanders-Guzman,9.42,478
787,Smartphone Ultra,14,Samsung,467.51,215
788,Business-focused contextually-based synergy,3,"Russell, Campos and Fox",112.57,977
789,Adaptive executive emulation,10,Evans-Chapman,203.88,631
790,Enhanced mission-critical array,12,Wagner LLC,474.7,155
791,Multi-channeled fresh-thinking adapter,19,Alexander-Guzman,496.59,632
792,Assimilated dynamic hub,18,Duncan-Miller,275.27,25
793,Balanced client-server attitude,16,"Meadows, Ross and Haas",309.3,629
794,Switchable local approach,27,"Hahn, Murphy and Carr",487.64,991
795,Jacket,20,H&M,360.64,829
796,Public-key homogeneous product,23,"Jenkins, Daniels and Noble",206.52,211
797,De-engineered discrete policy,16,Williamson LLC,376.65,163
798,Inverse systemic superstructure,9,Allen Group,147.81,159
799,Right-sized tertiary core,19,Leonard-Goodwin,156.53,64
800,Monitored 24/7 firmware,3,"Smith, Miles and Duke",459.52,608
801,Adaptive 5thgeneration installation,23,Goodwin-Gomez,14.77,422
802,Pre-emptive national functionalities,19,Thompson PLC,171.17,715
803,Distributed high-level complexity,17,James-Wood,65.71,365
804,User-friendly holistic interface,13,"Hansen, Fernandez and Davis",469.17,502
805,Sharable composite pricing structure,17,Meyers and Sons,138.29,601
806,Managed modular matrix,10,"Wiley, Wilson and Carter",489.55,242
807,Proactive encompassing standardization,6,"Jenkins, Daniels and Wagner",168.66,751
808,Public-key contextually-based synergy,22,Pierce PLC,491.81,44
809,Jacket,20,Adidas,197.7,34
810,Fully-configurable client-server interface,12,Lopez-Velasquez,74.57,995
811,Ergonomic neutral pricing structure,4,Morrison-Harrison,104.88,984
812,Synergistic zero tolerance policy,7,Walker-Jones,343.17,331
813,Virtual attitude-oriented instruction set,13,"Walker, Ryan and Black",393.1,376
814,Laptop Max,1,Apple,172.27,377
815,Cross-group clear-thinking array,27,"Newton, Powell and Saunders",129.07,282
816,TV,14,LG,341.88,720
817,T-Shirt,2,Adidas,36.81,585
818,Visionary analyzing focus group,25,Wright-Schneider,303.22,520
819,Phased motivating forecast,3,Hernandez-Gomez,387.95,754
820,Inverse homogeneous hierarchy,3,"Mckee, Peters and Miller",431.63,737
821,TV Max,14,LG,178.09,945
822,Universal attitude-oriented focus group,12,Pineda Group,136.84,558
823,Automated local artificial intelligence,10,Lawson Inc,399.06,43
824,Inverse clear-thinking encoding,3,Garrison and Sons,84.71,617
825,Customer-focused tangible definition,5,Johnson Group,75.11,332
826,Progressive methodical archive,9,Gibson Inc,219.71,776
827,Assimilated reciprocal archive,22,Brock-Brock,231.23,122
828,Persevering high-level knowledgebase,19,"Reynolds, Francis and Sharp",85.32,481
829,Laptop Ultra,1,LG,243.77,750
830,Advanced dedicated access,27,Shaw Group,46.89,549
831,Cloned contextually-based secured line,22,Schmitt-Rodriguez,16.61,831
832,Dress,20,H&M,103.58,269
833,Balanced directional encryption,26,Abbott-Gomez,5.17,327
834,Smartphone Max,14,LG,425.67,501
835,Dress,2,H&M,237.19,833
836,Reactive didactic intranet,10,Jenkins Ltd,264.38,969
837,Mandatory explicit workforce,3,Castillo-Nielsen,476.67,120
838,Function-based real-time hardware,25,Huber-Andrews,49.29,467
839,Inverse incremental projection,5,Schultz-Robinson,188.36,491
840,Implemented scalable frame,12,"Sanders, Choi and Sanford",88.62,250
841,Enhanced dynamic migration,12,"Fuller, Wagner and Cannon",71.55,262
842,Realigned dynamic model,9,Cooper Group,147.55,687
843,Profit-focused eco-centric instruction set,18,"White, Lewis and Williams",412.04,78
844,Sharable zero tolerance system engine,24,Fisher Ltd,189.42,729
845,Laptop Pro,1,Apple,288.67,434
846,Right-sized national analyzer,9,"Anderson, Bennett and Warren",428.34,584
847,Re-contextualized maximized complexity,28,Burgess and Sons,366.51,602
848,Jeans,21,Levi's,267.81,287
849,Multi-layered grid-enabled implementation,23,"Marshall, Cruz and Fisher",423.16,749
850,Self-enabling contextually-based standardization,3,Smith LLC,96.21,153
851,Profound well-modulated Internet solution,12,"Smith, Li and King",369.57,313
852,Headphones Max,1,Sony,448.47,341
853,Multi-lateral optimizing extranet,7,Santiago PLC,306.27,278
854,Seamless neutral system engine,22,Daniels-Martin,188.03,639
855,Jeans,15,Adidas,157.63,505
856,Persistent hybrid infrastructure,28,Chavez Inc,417.39,904
857,Synergized global Graphic Interface,7,"Sexton, Velazquez and Hester",89.96,376
858,Cross-group fresh-thinking product,16,"Herman, Glenn and Ramirez",242.74,236
859,Dress,2,Levi's,478.92,915
860,Centralized bifurcated frame,17,Lucero Inc,177.9,808
861,Dress,21,Nike,342.85,257
862,Networked transitional artificial intelligence,13,"Berger, Campos and Dodson",67.12,970
863,Reverse-engineered clear-thinking projection,4,"Lopez, Miller and Frazier",255.62,25
864,Polarized transitional neural-net,24,Stanton and Sons,376.98,543
865,User-friendly maximized encoding,25,"Nelson, Jones and Murillo",447.06,456
866,Front-line non-volatile structure,4,Franklin-Washington,432.0,900
867,Realigned maximized protocol,11,"Anderson, Morales and Bates",478.11,677
868,Persevering optimal collaboration,6,Meza-Ballard,140.83,148
869,Vision-oriented bi-directional array,12,Cook-Key,72.89,308
870,Re-engineered multi-state model,8,Mejia Inc,376.83,833
871,TV,14,Samsung,168.38,161
872,Synergistic object-oriented array,27,"Harris, Wolf and Chaney",82.92,399
873,Managed client-server methodology,7,Murphy LLC,117.4,320
874,Proactive system-worthy workforce,25,"Simmons, Carter and Jackson",96.36,170
875,Multi-layered eco-centric secured line,26,"Morrison, Butler and Moran",212.53,826
876,Centralized even-keeled neural-net,5,Stanley Group,58.7,761
877,Stand-alone background encoding,12,"Rodriguez, Sanchez and Montes",449.15,238
878,Team-oriented human-resource pricing structure,22,Vincent Ltd,45.48,961
879,Persistent tangible capacity,19,Cantu-Richardson,180.23,551
880,Organic client-server service-desk,4,Lopez-Kirby,72.88,859
881,User-friendly even-keeled Internet solution,16,"Smith, Warner and Quinn",21.13,421
882,Customizable transitional groupware,4,Thompson-Rodriguez,241.28,573
883,Fundamental disintermediate monitoring,12,Knapp-Mcdowell,453.77,25
884,Cross-platform composite knowledgebase,27,Coleman and Sons,416.81,74
885,Secured actuating focus group,26,Moore-Marshall,424.58,149
886,Fully-configurable high-level task-force,22,Garcia-Robertson,432.83,846
887,Adaptive transitional artificial intelligence,18,Barry Ltd,13.0,885
888,Organic multi-state application,3,"Jones, Hendricks and Mcclain",227.67,207
889,Jacket,2,Nike,266.01,828
890,Virtual asymmetric policy,4,Peterson Inc,228.54,661
891,Vision-oriented 24hour open architecture,4,Harris-Sweeney,410.19,744
892,Devolved scalable middleware,3,Esparza Inc,52.29,928
893,Polarized fault-tolerant circuit,17,Bass LLC,363.57,220
894,Ergonomic systematic approach,25,Mcdonald Group,84.77,585
895,Customer-focused scalable leverage,7,Newton Inc,17.86,852
896,Expanded non-volatile system engine,24,Williams-Brandt,303.64,238
897,Proactive motivating synergy,12,"Evans, Sloan and Greene",278.42,429
898,Synchronized clear-thinking solution,5,"Mack, Willis and Sexton",309.16,731
899,Secured client-server application,11,"Anderson, Wood and Rodgers",68.4,702
900,Organized multimedia process improvement,11,"Evans, Schultz and Walker",225.68,280
901,Laptop Pro,1,LG,202.21,502
902,Laptop,14,Apple,141.01,223
903,Reactive upward-trending solution,16,Smith Group,110.57,868
904,Jacket,20,H&M,325.71,870
905,Adaptive secondary help-desk,28,Mueller-Adams,318.49,37
906,Organic homogeneous definition,9,"Jimenez, Parker and Singh",451.79,194
907,Vision-oriented didactic projection,4,Middleton-Chang,199.92,710
908,Multi-tiered executive system engine,4,"Wallace, Smith and Jefferson",346.46,436
909,T-Shirt,20,H&M,17.62,100
910,Devolved incremental product,27,Miller PLC,299.04,0
911,Enterprise-wide needs-based framework,27,Ray-Horton,389.56,861
912,Robust mobile moratorium,8,Williams Group,309.76,162
913,Innovative modular interface,13,Byrd-Watson,61.68,726
